ISSUE DATE,ISSUE TIME,FINE AMOUNT,TICKET LOCATION STREET,VIOLATION DESCRIPTION
6/21/2016,14:14,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/21/2016,14:19,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/21/2016,14:20,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/21/2016,14:22,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/21/2016,15:51,$35.00,UNIVERSITY ST METERS,IMPROPER PARKING
6/21/2016,16:19,$0.00,UNIVERSITY ST METERS,IMPROPER PARKING
6/22/2016,10:01,$20.00,13TH AVE METERS,OVERTIME STREET MTR
6/22/2016,10:03,$20.00,13TH AVE METERS,OVERTIME STREET MTR
6/22/2016,10:04,$20.00,13TH AVE METERS,OVERTIME STREET MTR
6/22/2016,7:36,$20.00,15TH AVE METERS,OVERTIME STREET MTR
6/22/2016,11:25,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
6/22/2016,11:32,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
6/22/2016,12:22,$40.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT
6/22/2016,12:24,$40.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT
6/22/2016,10:37,$40.00,LOT 13 - 13TH BEECH-UNIV,NO UO PERMIT
6/22/2016,11:52,$45.00,LOT 13 - 13TH BEECH-UNIV,PARKING ON LAWN/SIDEWALK OR
6/22/2016,11:53,$20.00,LOT 13 - 13TH BEECH-UNIV,30 MINUTE ONLY ZONE
6/22/2016,16:07,$40.00,LOT 13 - 13TH BEECH-UNIV,NO UO PERMIT
6/22/2016,17:16,$40.00,LOT 13 - 13TH BEECH-UNIV,NO UO PERMIT
6/22/2016,8:33,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED"
6/22/2016,10:18,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
6/22/2016,10:21,$75.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE
6/22/2016,10:26,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA
6/22/2016,13:01,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
6/22/2016,13:04,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA
6/22/2016,15:15,$20.00,LOT 16A - FAC/STAFF LOT,OVERTIME PAYSTATION
6/22/2016,15:17,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
6/22/2016,15:19,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
6/22/2016,10:34,$0.00,LOT 16B - STUDENT ONLY,MISUSE OF PERMIT
6/22/2016,14:35,$40.00,LOT 18 - EDUCATION,NO UO PERMIT
6/22/2016,14:40,$0.00,LOT 18 - EDUCATION,MISUSE OF PERMIT
6/22/2016,14:44,$0.00,LOT 18 - EDUCATION,MISUSE OF PERMIT
6/22/2016,14:50,$100.00,LOT 18 - EDUCATION,MISUSE OF PERMIT
6/22/2016,14:54,$0.00,LOT 18 - EDUCATION,MISUSE OF PERMIT
6/22/2016,14:57,$100.00,LOT 18 - EDUCATION,MISUSE OF PERMIT
6/22/2016,14:58,$0.00,LOT 18 - EDUCATION,MISUSE OF PERMIT
6/22/2016,15:00,$0.00,LOT 18 - EDUCATION,MISUSE OF PERMIT
6/22/2016,10:46,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
6/22/2016,10:47,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
6/22/2016,10:48,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
6/22/2016,14:42,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
6/22/2016,14:43,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
6/22/2016,10:39,$40.00,LOT 30 - MCCT,NO UO PERMIT
6/22/2016,14:11,$0.00,LOT 34C - COLUMBIA ST,MISUSE OF PERMIT
6/22/2016,17:04,$40.00,LOT 3A - AAA AREA,NO UO PERMIT
6/22/2016,11:40,$0.00,LOT 3B - MNH,MISUSE OF PERMIT
6/22/2016,8:41,$100.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT
6/22/2016,10:09,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW
6/22/2016,10:13,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED"
6/22/2016,13:11,$100.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT
6/22/2016,13:13,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT
6/22/2016,13:13,$0.00,LOT 42 - 12TH W OF KIN,YELLOW ZONE
6/22/2016,14:21,$40.00,LOT 46 - MOSS CONNECT,NO UO PERMIT
6/22/2016,9:09,$40.00,LOT 49 - RILEY,NO UO PERMIT
6/22/2016,9:02,$40.00,LOT 50 - BARNHART,NO UO PERMIT
6/22/2016,9:04,$40.00,LOT 50 - BARNHART,NO UO PERMIT
6/22/2016,9:05,$40.00,LOT 50 - BARNHART,NO UO PERMIT
6/22/2016,14:19,$40.00,LOT 55 - MOSS ST,NO UO PERMIT
6/22/2016,11:43,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
6/22/2016,11:45,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
6/22/2016,16:00,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
6/22/2016,16:02,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
6/22/2016,16:59,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
6/22/2016,17:01,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
6/22/2016,7:39,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/22/2016,8:10,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/22/2016,8:18,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/22/2016,8:19,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/22/2016,10:53,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/22/2016,10:54,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/22/2016,10:56,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/22/2016,14:04,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/22/2016,14:26,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/22/2016,14:33,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/22/2016,14:34,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/22/2016,14:36,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/22/2016,14:39,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/23/2016,15:21,$20.00,17,OVERTIME LOT METER
6/23/2016,19:25,$40.00,28,NO UO PERMIT
6/23/2016,12:35,$20.00,15TH AVE METERS,OVERTIME STREET MTR
6/23/2016,11:24,$35.00,LOT 10 - LAWRENCE,IMPROPER PARKING
6/23/2016,11:19,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
6/23/2016,11:19,$50.00,LOT 12A - ONYX-LAWRENCE,BOOT FEE
6/23/2016,14:36,$150.00,LOT 12B - ONYX-SCIENCES,RESERVE & TOW
6/23/2016,14:47,$150.00,LOT 13 - 13TH BEECH-UNIV,RESERVE & TOW
6/23/2016,7:56,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
6/23/2016,10:11,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED"
6/23/2016,14:10,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA
6/23/2016,14:11,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
6/23/2016,14:13,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
6/23/2016,14:05,$40.00,LOT 16B - STUDENT ONLY,NO UO PERMIT
6/23/2016,10:52,$20.00,LOT 17 - HEDCO,OVERTIME PAYSTATION
6/23/2016,10:53,$40.00,LOT 17 - HEDCO,NO UO PERMIT
6/23/2016,15:14,$35.00,LOT 17 - HEDCO,NO PERMIT FOR AREA
6/23/2016,15:18,$20.00,LOT 17 - HEDCO,OVERTIME PAYSTATION
6/23/2016,15:21,$20.00,LOT 17 - HEDCO,OVERTIME PAYSTATION
6/23/2016,15:22,$20.00,LOT 17 - HEDCO,OVERTIME PAYSTATION
6/23/2016,8:01,$40.00,LOT 18 - EDUCATION,NO UO PERMIT
6/23/2016,10:46,$10.00,LOT 18 - EDUCATION,"PERMIT ISSUED, NOT DISPLAYED"
6/23/2016,14:28,$100.00,LOT 18 - EDUCATION,MISUSE OF PERMIT
6/23/2016,14:32,$0.00,LOT 18 - EDUCATION,MISUSE OF PERMIT
6/23/2016,15:11,$40.00,LOT 18 - EDUCATION,NO UO PERMIT
6/23/2016,14:48,$150.00,LOT 20 - MUSIC/EDU,RESERVE & TOW
6/23/2016,14:52,$40.00,LOT 20 - MUSIC/EDU,NO UO PERMIT
6/23/2016,16:34,$40.00,LOT 23 - JOHNSON HALL,NO UO PERMIT
6/23/2016,9:58,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
6/23/2016,14:52,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
6/23/2016,14:50,$75.00,LOT 29D - EMU/ONYX/STR,FIRELANE/HYDRANT
6/23/2016,8:18,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:19,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:20,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:21,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:21,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:23,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:23,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:25,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:26,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:26,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:28,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:29,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:30,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:31,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:32,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:33,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:34,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:35,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:36,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:37,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:38,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:39,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:40,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:42,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:43,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:44,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,8:45,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/23/2016,10:37,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
6/23/2016,10:37,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
6/23/2016,11:53,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
6/23/2016,8:52,$0.00,LOT 37 - HAMILTON E,"PERMIT ISSUED, NOT DISPLAYED"
6/23/2016,16:39,$40.00,LOT 3A - AAA AREA,NO UO PERMIT
6/23/2016,13:50,$40.00,LOT 43 - S LAW SCH,NO UO PERMIT
6/23/2016,8:15,$40.00,LOT 44 - GRAD VILLAGE,NO UO PERMIT
6/23/2016,11:05,$40.00,LOT 50 - BARNHART,NO UO PERMIT
6/23/2016,11:05,$0.00,LOT 50 - BARNHART,NO UO PERMIT
6/23/2016,11:08,$40.00,LOT 50 - BARNHART,NO UO PERMIT
6/23/2016,11:08,$40.00,LOT 50 - BARNHART,NO UO PERMIT
6/23/2016,12:18,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
6/23/2016,12:19,$0.00,LOT 56 - MILLRACE,IMPROPER PARKING
6/23/2016,12:21,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
6/23/2016,12:24,$0.00,LOT 56 - MILLRACE,"PERMIT ISSUED, NOT DISPLAYED"
6/23/2016,12:27,$10.00,LOT 56 - MILLRACE,"PERMIT ISSUED, NOT DISPLAYED"
6/23/2016,13:12,$40.00,LOT 6A - 11TH/KINCAID,NO UO PERMIT
6/23/2016,13:15,$40.00,LOT 6A - 11TH/KINCAID,NO UO PERMIT
6/23/2016,14:00,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/23/2016,14:01,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/23/2016,14:03,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/23/2016,14:10,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/23/2016,14:12,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/23/2016,14:18,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/24/2016,8:27,$40.00,23,NO UO PERMIT
6/24/2016,11:17,$20.00,13S,OVERTIME STREET MTR
6/24/2016,11:18,$20.00,13TH AVE METERS,OVERTIME STREET MTR
6/24/2016,11:19,$20.00,13TH AVE METERS,OVERTIME STREET MTR
6/24/2016,13:34,$20.00,13TH AVE METERS,OVERTIME STREET MTR
6/24/2016,15:43,$20.00,13TH AVE METERS,OVERTIME STREET MTR
6/24/2016,15:44,$20.00,13TH AVE METERS,OVERTIME STREET MTR
6/24/2016,15:45,$20.00,13TH AVE METERS,OVERTIME STREET MTR
6/24/2016,15:50,$20.00,15TH AVE METERS,OVERTIME STREET MTR
6/24/2016,15:52,$35.00,15TH AVE METERS,OVERLINE/TAKE THE SPACE OF
6/24/2016,15:53,$20.00,15TH AVE METERS,OVERTIME STREET MTR
6/24/2016,15:26,$470.00,LOT 10 - LAWRENCE,DISABLED SPACE PSTD
6/24/2016,16:09,$250.00,LOT 10 - LAWRENCE,ALTERING PERMIT
6/24/2016,9:08,$0.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
6/24/2016,9:10,$0.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
6/24/2016,9:11,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
6/24/2016,9:23,$150.00,LOT 12A - ONYX-LAWRENCE,RESERVE & TOW
6/24/2016,10:43,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
6/24/2016,10:44,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
6/24/2016,15:39,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME STREET MTR
6/24/2016,10:48,$35.00,LOT 12B - ONYX-SCIENCES,YELLOW ZONE
6/24/2016,16:17,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER
6/24/2016,16:19,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER
6/24/2016,16:21,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER
6/24/2016,16:22,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER
6/24/2016,16:23,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER
6/24/2016,10:25,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
6/24/2016,16:02,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
6/24/2016,16:05,$470.00,LOT 16A - FAC/STAFF LOT,DISABLED SPACE PSTD
6/24/2016,10:08,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
6/24/2016,10:10,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
6/24/2016,11:22,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
6/24/2016,12:07,$75.00,LOT 36B - STU HEALTH,RESERVED SPACE
6/24/2016,16:27,$40.00,LOT 37 - HAMILTON E,NO UO PERMIT
6/24/2016,16:29,$40.00,LOT 37 - HAMILTON E,NO UO PERMIT
6/24/2016,16:30,$40.00,LOT 37 - HAMILTON E,NO UO PERMIT
6/24/2016,16:31,$40.00,LOT 37 - HAMILTON E,NO UO PERMIT
6/24/2016,16:34,$40.00,LOT 37 - HAMILTON E,NO UO PERMIT
6/24/2016,10:34,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW
6/24/2016,10:38,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT
6/24/2016,16:09,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT
6/24/2016,8:21,$0.00,LOT 46 - MOSS CONNECT,MISUSE OF PERMIT
6/24/2016,13:26,$35.00,LOT 54 - UOPD WEST,OVERLINE/TAKE THE SPACE OF
6/24/2016,17:14,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
6/24/2016,9:07,$40.00,LOT 58 - 1715 FRANKLIN,NO UO PERMIT
6/24/2016,17:01,$0.00,LOT 59 - ROMANIA,NO UO PERMIT
6/24/2016,17:02,$0.00,LOT 59 - ROMANIA,OVERLINE/TAKE THE SPACE OF
6/24/2016,8:57,$0.00,LOT 6A - 11TH/KINCAID,"PERMIT ISSUED, NOT DISPLAYED"
6/24/2016,9:15,$10.00,LOT 6A - 11TH/KINCAID,"PERMIT ISSUED, NOT DISPLAYED"
6/24/2016,9:16,$0.00,LOT 6A - 11TH/KINCAID,"PERMIT ISSUED, NOT DISPLAYED"
6/24/2016,10:15,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/24/2016,10:16,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/24/2016,10:17,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/24/2016,13:59,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/24/2016,14:00,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/24/2016,14:04,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/24/2016,14:06,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/24/2016,14:07,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/24/2016,14:10,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/24/2016,14:13,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/26/2016,16:11,$75.00,12A,RESERVED SPACE
6/27/2016,9:57,$20.00,13TH AVE METERS,OVERTIME STREET MTR
6/27/2016,13:52,$35.00,1709 MOSS,"BLOCKING VIOLATION, VEHICLE"
6/27/2016,10:09,$75.00,1709 MOSS ST,RESERVED SPACE
6/27/2016,10:13,$75.00,1709 MOSS ST,RESERVED SPACE
6/27/2016,11:35,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
6/27/2016,11:36,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
6/27/2016,11:37,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
6/27/2016,12:39,$40.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT
6/27/2016,15:38,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
6/27/2016,15:40,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
6/27/2016,16:40,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
6/27/2016,8:08,$150.00,LOT 13 - 13TH BEECH-UNIV,RESERVE & TOW
6/27/2016,11:26,$150.00,LOT 13 - 13TH BEECH-UNIV,RESERVE & TOW
6/27/2016,7:40,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED"
6/27/2016,7:44,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW
6/27/2016,11:11,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA
6/27/2016,11:12,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA
6/27/2016,12:28,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
6/27/2016,12:32,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
6/27/2016,13:01,$0.00,LOT 16A - FAC/STAFF LOT,OVERLINE/TAKE THE SPACE OF
6/27/2016,13:01,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
6/27/2016,13:03,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA
6/27/2016,14:20,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
6/27/2016,7:17,$40.00,LOT 18 - EDUCATION,NO UO PERMIT
6/27/2016,11:22,$10.00,LOT 18 - EDUCATION,"PERMIT ISSUED, NOT DISPLAYED"
6/27/2016,11:27,$100.00,LOT 18 - EDUCATION,MISUSE OF PERMIT
6/27/2016,11:22,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
6/27/2016,10:18,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/27/2016,10:19,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/27/2016,10:20,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/27/2016,10:23,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/27/2016,14:49,$40.00,LOT 33 - BEAN EAST,NO UO PERMIT
6/27/2016,7:43,$40.00,LOT 37 - HAMILTON E,NO UO PERMIT
6/27/2016,7:46,$35.00,LOT 37 - HAMILTON E,OVERLINE/TAKE THE SPACE OF
6/27/2016,11:02,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA
6/27/2016,11:04,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT
6/27/2016,10:31,$40.00,LOT 46 - MOSS CONNECT,NO UO PERMIT
6/27/2016,14:43,$40.00,LOT 46 - MOSS CONNECT,NO UO PERMIT
6/27/2016,8:51,$40.00,LOT 47 - RANIER,NO UO PERMIT
6/27/2016,16:53,$40.00,LOT 47 - RANIER,NO UO PERMIT
6/27/2016,16:54,$40.00,LOT 47 - RANIER,NO UO PERMIT
6/27/2016,10:36,$40.00,LOT 55 - MOSS ST,NO UO PERMIT
6/27/2016,16:46,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
6/27/2016,16:47,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
6/27/2016,8:46,$0.00,LOT 57 - MILLRACE VIS,NO PERMIT FOR AREA
6/27/2016,8:36,$40.00,LOT 58 - 1715 FRANKLIN,NO UO PERMIT
6/27/2016,10:49,$0.00,LOT 5A - FRANK BLVD,"PERMIT ISSUED, NOT DISPLAYED"
6/27/2016,10:56,$40.00,LOT 6A - 11TH/KINCAID,NO UO PERMIT
6/27/2016,10:59,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/27/2016,11:01,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/27/2016,11:13,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/27/2016,11:14,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/27/2016,11:15,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/27/2016,11:17,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/27/2016,13:36,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/27/2016,13:37,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/27/2016,13:37,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/27/2016,13:39,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/27/2016,13:39,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/27/2016,13:42,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/27/2016,13:42,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
6/28/2016,15:23,$20.00,13TH AVE METERS,OVERTIME STREET MTR
6/28/2016,10:59,$20.00,15TH AVE METERS,OVERTIME STREET MTR
6/28/2016,13:02,$40.00,AGATE ALLEY,NO UO PERMIT
6/28/2016,13:03,$40.00,AGATE ALLEY,NO UO PERMIT
6/28/2016,13:05,$40.00,AGATE ALLEY,NO UO PERMIT
6/28/2016,8:47,$40.00,LOT 10 - LAWRENCE,NO UO PERMIT
6/28/2016,8:40,$470.00,LOT 12A - ONYX-LAWRENCE,DISABLED SPACE PSTD
6/28/2016,8:44,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
6/28/2016,10:05,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
6/28/2016,10:06,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
6/28/2016,10:15,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
6/28/2016,13:30,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
6/28/2016,15:30,$150.00,LOT 13 - 13TH BEECH-UNIV,RESERVE & TOW
6/28/2016,10:12,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION
6/28/2016,10:15,$40.00,LOT 15 - JAQUA,NO UO PERMIT
6/28/2016,7:14,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
6/28/2016,7:51,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
6/28/2016,10:31,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA
6/28/2016,10:32,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA
6/28/2016,10:33,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA
6/28/2016,11:02,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA
6/28/2016,11:03,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA
6/28/2016,14:07,$75.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE
6/28/2016,15:44,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED"
6/28/2016,6:25,$0.00,LOT 16B - STUDENT ONLY,NO OVERNIGHT PARKING
6/28/2016,13:49,$35.00,LOT 17 - HEDCO,NO PERMIT FOR AREA
6/28/2016,13:50,$35.00,LOT 17 - HEDCO,NO PERMIT FOR AREA
6/28/2016,13:52,$35.00,LOT 17 - HEDCO,NO PERMIT FOR AREA
6/28/2016,10:32,$0.00,LOT 18 - EDUCATION,"PERMIT ISSUED, NOT DISPLAYED"
6/28/2016,10:40,$100.00,LOT 18 - EDUCATION,MISUSE OF PERMIT
6/28/2016,10:49,$10.00,LOT 18 - EDUCATION,"PERMIT ISSUED, NOT DISPLAYED"
6/28/2016,12:27,$40.00,LOT 19 - HEDCO/CSB,NO UO PERMIT
6/28/2016,13:45,$40.00,LOT 19 - HEDCO/CSB,NO UO PERMIT
6/28/2016,15:50,$40.00,LOT 19 - HEDCO/CSB,NO UO PERMIT
6/28/2016,15:52,$40.00,LOT 19 - HEDCO/CSB,NO UO PERMIT
6/28/2016,15:53,$40.00,LOT 19 - HEDCO/CSB,NO UO PERMIT
6/28/2016,14:03,$40.00,LOT 2 - CAMPUS OPS,NO UO PERMIT
